id,school_id,constituent_id,degree_type,school_or_unit,major,class_year,start_year,record_source
7776,1,18573,,School of Engineering,Mechanical Engineering,1974,1970,crm_import
7777,1,8833,M.B.A. Master of Business Administration,College of Arts and Sciences,Economics,2019,2015,crm_import
7778,1,6149,J.D. Doctor of Jurisprudence,School of Business,Business Administration,1980,1976,crm_import
7779,1,6149,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,1987,1985,crm_import
7780,1,2540,M.B.A. Master of Business Administration,School of Engineering,Mechanical Engineering,1992,1988,crm_import
7781,1,4857,M.B.A. Master of Business Administration,School of Business,,1995,1991,crm_import
7782,1,1425,B.S. Bachelor of Science,School of Engineering,,2009,2005,online
7783,1,1425,A.B. Bachelor of Arts,School of Education,Education,2016,2014,online
7784,1,5612,M.S. Master of Science,School of Engineering,Mechanical Engineering,1997,1993,online
7785,1,1980,A.B. Bachelor of Arts,College of Arts and Sciences,,2017,2013,advancement_entry
7786,1,2478,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,2002,1998,crm_import
7787,1,5792,M.S. Master of Science,College of Arts and Sciences,English,2008,2004,crm_import
7788,1,6592,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,2017,2013,crm_import
7789,1,13057,M.A. Master of Arts,College of Arts and Sciences,History,2009,2005,crm_import
7790,1,8078,B.A. Bachelor of Arts,School of Education,Education,2010,2006,crm_import
7791,1,19287,Ph.D. Doctor of Philosophy,School of Health Sciences,Public Health,2026,2022,crm_import
7792,1,11259,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2008,2004,crm_import
7793,1,14783,M.B.A. Master of Business Administration,College of Arts and Sciences,Biology,,2001,online
7794,1,6152,Ph.D. Doctor of Philosophy,College of Arts and Sciences,English,2026,2022,advancement_entry
7795,1,5123,M.S. Master of Science,School of Engineering,Mechanical Engineering,2008,2004,crm_import
7796,1,14653,M.A. Master of Arts,College of Arts and Sciences,Political Science,1983,1979,crm_import
7797,1,10347,M.S. Master of Science,School of Engineering,Mechanical Engineering,2022,2018,crm_import
7798,1,6449,M.A. Master of Arts,College of Arts and Sciences,Biology,1992,1988,crm_import
7799,1,1270,,College of Arts and Sciences,English,1970,1966,crm_import
7800,1,4495,B.A. Bachelor of Arts,College of Arts and Sciences,English,1979,1975,online
7801,1,6500,M.S. Master of Science,School of Business,Business Administration,1969,1965,online
7802,1,19808,J.D. Doctor of Jurisprudence,School of Business,Business Administration,1996,1992,advancement_entry
7803,1,19808,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,2000,1998,advancement_entry
7804,1,19504,M.B.A. Master of Business Administration,School of Education,Education,1962,1958,crm_import
7805,1,1422,M.S. Master of Science,School of Engineering,Mechanical Engineering,1974,1970,crm_import
7806,1,1422,Certificate,School of Engineering,Mechanical Engineering,1979,1977,crm_import
7807,1,14078,,School of Engineering,Computer Science,2004,2000,crm_import
7808,1,12565,A.B. Bachelor of Arts,School of Business,Business Administration,2025,2021,crm_import
7809,1,9112,Ph.D. Doctor of Philosophy,College of Arts and Sciences,,1972,1968,crm_import
7810,1,8147,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2016,2012,crm_import
7811,1,2915,Certificate,College of Arts and Sciences,Political Science,,1966,crm_import
7812,1,9354,A.B. Bachelor of Arts,College of Arts and Sciences,History,1992,1988,online
7813,1,9354,M.B.A. Master of Business Administration,School of Engineering,Mechanical Engineering,1994,1992,online
7814,1,4119,,College of Arts and Sciences,Economics,1998,1994,online
7815,1,4119,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,2001,1999,online
7816,1,12024,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2015,2011,advancement_entry
7817,1,12024,M.A. Master of Arts,College of Arts and Sciences,Biology,2021,2019,advancement_entry
7818,1,11227,Ph.D. Doctor of Philosophy,School of Health Sciences,,1951,1947,crm_import
7819,1,3310,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2020,2016,crm_import
7820,1,17208,M.S. Master of Science,School of Health Sciences,,1964,1960,crm_import
7821,1,17208,A.B. Bachelor of Arts,School of Education,Education,1966,1964,crm_import
7822,1,18719,M.B.A. Master of Business Administration,College of Arts and Sciences,Economics,2014,2010,crm_import
7823,1,18390,M.A. Master of Arts,College of Arts and Sciences,History,1998,1994,crm_import
7824,1,15987,Ph.D. Doctor of Philosophy,School of Business,Business Administration,2010,2006,crm_import
7825,1,8385,M.B.A. Master of Business Administration,College of Arts and Sciences,,1985,1981,crm_import
7826,1,11106,A.B. Bachelor of Arts,School of Education,Education,2017,2013,online
7827,1,8799,,School of Engineering,,2026,2022,online
7828,1,6461,Ph.D. Doctor of Philosophy,School of Education,Education,1963,1959,advancement_entry
7829,1,14446,A.B. Bachelor of Arts,School of Engineering,Mechanical Engineering,2014,2010,crm_import
7830,1,14446,M.A. Master of Arts,College of Arts and Sciences,Political Science,2016,2014,crm_import
7831,1,11023,B.S. Bachelor of Science,College of Arts and Sciences,English,1992,1988,crm_import
7832,1,11023,M.A. Master of Arts,School of Health Sciences,Public Health,1998,1996,crm_import
7833,1,7471,Certificate,College of Arts and Sciences,English,1976,1972,crm_import
7834,1,7062,B.B.A. Bachelor of Business Administration,School of Education,Education,1967,1963,crm_import
7835,1,10958,M.A. Master of Arts,School of Engineering,Computer Science,2003,1999,crm_import
7836,1,10573,Certificate,College of Arts and Sciences,Biology,2008,2004,crm_import
7837,1,10573,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,2015,2013,crm_import
7838,1,10850,Certificate,School of Engineering,,1994,1990,online
7839,1,15940,A.B. Bachelor of Arts,School of Business,Business Administration,1996,1992,online
7840,1,15319,M.S. Master of Science,College of Arts and Sciences,Economics,2007,2003,crm_import
7841,1,3746,B.S. Bachelor of Science,College of Arts and Sciences,Biology,1973,1969,crm_import
7842,1,11124,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,1960,1956,crm_import
7843,1,11552,,School of Health Sciences,Public Health,1977,1973,crm_import
7844,1,11552,Ph.D. Doctor of Philosophy,School of Business,Business Administration,1982,1980,crm_import
7845,1,13590,A.B. Bachelor of Arts,College of Arts and Sciences,English,1976,1972,crm_import
7846,1,19125,M.B.A. Master of Business Administration,College of Arts and Sciences,Biology,1998,1994,online
7847,1,8916,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,2014,2010,online
7848,1,10043,Certificate,School of Engineering,Computer Science,1982,1978,advancement_entry
7849,1,11297,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2019,2015,crm_import
7850,1,12831,Ph.D. Doctor of Philosophy,School of Business,Business Administration,1998,1994,crm_import
7851,1,17075,Certificate,College of Arts and Sciences,Economics,,2007,crm_import
7852,1,15708,M.B.A. Master of Business Administration,School of Business,Business Administration,2016,2012,crm_import
7853,1,10888,Certificate,School of Engineering,Mechanical Engineering,1981,1977,crm_import
7854,1,18194,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,1961,1957,crm_import
7855,1,8083,M.B.A. Master of Business Administration,School of Education,Education,2015,2011,online
7856,1,5523,M.S. Master of Science,College of Arts and Sciences,History,2018,2014,online
7857,1,14979,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,2005,2001,advancement_entry
7858,1,17980,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,1972,1968,crm_import
7859,1,10450,B.A. Bachelor of Arts,School of Health Sciences,Public Health,1952,1948,crm_import
7860,1,5057,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,2007,2003,crm_import
7861,1,9536,Ph.D. Doctor of Philosophy,School of Engineering,Mechanical Engineering,2016,2012,crm_import
7862,1,16981,A.B. Bachelor of Arts,School of Engineering,Computer Science,2019,2015,crm_import
7863,1,10022,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,,1974,crm_import
7864,1,15695,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,2007,2003,crm_import
7865,1,7244,B.S. Bachelor of Science,School of Engineering,Computer Science,1965,1961,online
7866,1,3174,A.B. Bachelor of Arts,College of Arts and Sciences,,2006,2002,online
7867,1,2849,M.S. Master of Science,College of Arts and Sciences,Biology,2003,1999,advancement_entry
7868,1,9008,Certificate,School of Business,Business Administration,1994,1990,crm_import
7869,1,11679,M.B.A. Master of Business Administration,College of Arts and Sciences,English,2000,1996,crm_import
7870,1,11385,,School of Business,Business Administration,1991,1987,crm_import
7871,1,11593,M.A. Master of Arts,College of Arts and Sciences,Political Science,2007,2003,crm_import
7872,1,5595,M.S. Master of Science,College of Arts and Sciences,Biology,1995,1991,crm_import
7873,1,5595,A.B. Bachelor of Arts,School of Business,Business Administration,1998,1996,crm_import
7874,1,19434,,College of Arts and Sciences,History,2017,2013,crm_import
7875,1,19434,M.A. Master of Arts,College of Arts and Sciences,English,2022,2020,crm_import
7876,1,5391,M.A. Master of Arts,College of Arts and Sciences,,2017,2013,online
7877,1,7923,Certificate,School of Engineering,Computer Science,1981,1977,online
7878,1,9057,M.S. Master of Science,College of Arts and Sciences,English,1985,1981,advancement_entry
7879,1,10917,M.S. Master of Science,School of Education,Education,1992,1988,crm_import
7880,1,9996,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,1957,1953,crm_import
7881,1,15902,B.S. Bachelor of Science,College of Arts and Sciences,History,1997,1993,crm_import
7882,1,6159,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,2007,2003,crm_import
7883,1,12216,Ph.D. Doctor of Philosophy,School of Engineering,Computer Science,1990,1986,crm_import
7884,1,12574,B.S. Bachelor of Science,College of Arts and Sciences,Biology,,1985,crm_import
7885,1,17718,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,1988,1984,online
7886,1,19484,M.S. Master of Science,School of Education,Education,2011,2007,advancement_entry
7887,1,2601,Ph.D. Doctor of Philosophy,College of Arts and Sciences,English,2012,2008,crm_import
7888,1,519,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,2001,1997,crm_import
7889,1,16997,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,1973,1969,crm_import
7890,1,2493,Ph.D. Doctor of Philosophy,College of Arts and Sciences,,2010,2006,crm_import
7891,1,9921,B.S. Bachelor of Science,School of Health Sciences,,2004,2000,crm_import
7892,1,1532,M.A. Master of Arts,School of Business,Business Administration,2014,2010,crm_import
7893,1,1532,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,2018,2016,crm_import
7894,1,10128,A.B. Bachelor of Arts,School of Business,,2018,2014,crm_import
7895,1,1841,Certificate,School of Education,Education,1952,1948,online
7896,1,6824,Ph.D. Doctor of Philosophy,School of Engineering,Computer Science,1987,1983,advancement_entry
7897,1,6824,M.S. Master of Science,School of Education,Education,1992,1990,advancement_entry
7898,1,3099,Ph.D. Doctor of Philosophy,College of Arts and Sciences,English,2023,2019,crm_import
7899,1,19685,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,2015,2011,crm_import
7900,1,5641,M.A. Master of Arts,School of Education,Education,2015,2011,crm_import
7901,1,5641,M.S. Master of Science,School of Business,Business Administration,2018,2016,crm_import
7902,1,15647,Certificate,School of Education,Education,2001,1997,crm_import
7903,1,11881,B.S. Bachelor of Science,School of Education,,2002,1998,crm_import
7904,1,4480,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2002,1998,crm_import
7905,1,18959,J.D. Doctor of Jurisprudence,School of Engineering,Computer Science,2020,2016,crm_import
7906,1,3523,M.S. Master of Science,School of Business,Business Administration,2015,2011,online
7907,1,16131,M.B.A. Master of Business Administration,School of Engineering,Mechanical Engineering,1994,1990,online
7908,1,7565,B.A. Bachelor of Arts,School of Business,Business Administration,2010,2006,advancement_entry
7909,1,16409,B.S. Bachelor of Science,School of Health Sciences,Public Health,2011,2007,crm_import
7910,1,6474,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,1956,1952,crm_import
7911,1,16021,B.A. Bachelor of Arts,School of Business,Business Administration,2013,2009,crm_import
7912,1,14312,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,1956,1952,crm_import
7913,1,17391,B.A. Bachelor of Arts,School of Education,Education,1979,1975,crm_import
7914,1,2285,M.S. Master of Science,College of Arts and Sciences,Political Science,2018,2014,crm_import
7915,1,9114,B.S. Bachelor of Science,College of Arts and Sciences,History,1996,1992,online
7916,1,9114,M.A. Master of Arts,School of Education,Education,2002,2000,online
7917,1,8529,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2021,2017,online
7918,1,12418,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Economics,2002,1998,advancement_entry
7919,1,12418,M.B.A. Master of Business Administration,College of Arts and Sciences,History,2008,2006,advancement_entry
7920,1,11769,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,2005,2001,crm_import
7921,1,4379,M.B.A. Master of Business Administration,School of Business,Business Administration,1992,1988,crm_import
7922,1,7390,B.A. Bachelor of Arts,College of Arts and Sciences,History,2001,1997,crm_import
7923,1,1548,J.D. Doctor of Jurisprudence,School of Engineering,Computer Science,2012,2008,crm_import
7924,1,1548,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,2016,2014,crm_import
7925,1,18642,Certificate,School of Engineering,Mechanical Engineering,1974,1970,crm_import
7926,1,2792,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,2019,2015,crm_import
7927,1,1910,B.S. Bachelor of Science,College of Arts and Sciences,English,1996,1992,crm_import
7928,1,5127,M.S. Master of Science,School of Education,Education,2025,2021,online
7929,1,13260,,College of Arts and Sciences,Biology,2005,2001,online
7930,1,2173,A.B. Bachelor of Arts,College of Arts and Sciences,,1969,1965,crm_import
7931,1,13690,M.S. Master of Science,College of Arts and Sciences,Political Science,2022,2018,crm_import
7932,1,2527,M.S. Master of Science,College of Arts and Sciences,Political Science,2014,2010,crm_import
7933,1,9931,Certificate,School of Engineering,Computer Science,2016,2012,crm_import
7934,1,9564,Certificate,School of Health Sciences,Public Health,1959,1955,crm_import
7935,1,18444,M.S. Master of Science,School of Business,Business Administration,2019,2015,crm_import
7936,1,4742,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,1962,1958,online
7937,1,13462,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,2016,2012,online
7938,1,8735,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,2006,2002,advancement_entry
7939,1,3640,J.D. Doctor of Jurisprudence,School of Education,Education,1980,1976,crm_import
7940,1,9874,B.A. Bachelor of Arts,School of Engineering,Computer Science,1969,1965,crm_import
7941,1,10542,,College of Arts and Sciences,Biology,1988,1984,crm_import
7942,1,12244,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,2009,2005,crm_import
7943,1,15706,Ph.D. Doctor of Philosophy,College of Arts and Sciences,English,2004,2000,crm_import
7944,1,7264,Certificate,School of Engineering,Computer Science,,1992,crm_import
7945,1,8075,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,2017,2013,online
7946,1,18144,Certificate,School of Engineering,Computer Science,2004,2000,online
7947,1,11204,M.A. Master of Arts,School of Health Sciences,Public Health,1968,1964,advancement_entry
7948,1,4809,M.S. Master of Science,School of Engineering,Mechanical Engineering,2026,2022,crm_import
7949,1,16908,,School of Education,Education,2026,2022,crm_import
7950,1,7731,Ph.D. Doctor of Philosophy,College of Arts and Sciences,History,2013,2009,crm_import
7951,1,15615,A.B. Bachelor of Arts,School of Engineering,Mechanical Engineering,1967,1963,crm_import
7952,1,14987,Ph.D. Doctor of Philosophy,School of Engineering,Mechanical Engineering,2018,2014,crm_import
7953,1,13696,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2008,2004,online
7954,1,12334,Certificate,College of Arts and Sciences,English,2025,2021,online
7955,1,486,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Economics,1983,1979,advancement_entry
7956,1,298,B.S. Bachelor of Science,College of Arts and Sciences,Economics,1987,1983,crm_import
7957,1,298,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,1992,1990,crm_import
7958,1,9476,B.A. Bachelor of Arts,School of Education,Education,1999,1995,crm_import
7959,1,17969,M.A. Master of Arts,College of Arts and Sciences,Economics,2022,2018,crm_import
7960,1,17969,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,2026,2024,crm_import
7961,1,13333,M.B.A. Master of Business Administration,College of Arts and Sciences,English,2007,2003,crm_import
7962,1,4934,Certificate,School of Engineering,Mechanical Engineering,1996,1992,crm_import
7963,1,16293,B.S. Bachelor of Science,School of Education,Education,1980,1976,crm_import
7964,1,3753,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,1991,1987,online
7965,1,15900,M.A. Master of Arts,College of Arts and Sciences,Economics,1963,1959,advancement_entry
7966,1,19150,Certificate,School of Health Sciences,Public Health,1966,1962,crm_import
7967,1,13534,M.S. Master of Science,College of Arts and Sciences,English,2000,1996,crm_import
7968,1,15509,M.B.A. Master of Business Administration,College of Arts and Sciences,Economics,2011,2007,crm_import
7969,1,14794,B.B.A. Bachelor of Business Administration,School of Engineering,,1990,1986,crm_import
7970,1,14794,Certificate,School of Health Sciences,Public Health,1996,1994,crm_import
7971,1,4869,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,2002,1998,crm_import
7972,1,2345,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,2024,2020,crm_import
7973,1,3991,Ph.D. Doctor of Philosophy,School of Engineering,Mechanical Engineering,1967,1963,online
7974,1,3991,Ph.D. Doctor of Philosophy,School of Education,Education,1971,1969,online
7975,1,4235,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2019,2015,online
7976,1,19724,M.S. Master of Science,School of Engineering,Mechanical Engineering,1952,1948,advancement_entry
7977,1,2666,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,1970,1966,crm_import
7978,1,2666,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,1976,1974,crm_import
7979,1,8510,M.A. Master of Arts,School of Engineering,Mechanical Engineering,2026,2022,crm_import
7980,1,17674,B.A. Bachelor of Arts,College of Arts and Sciences,,2017,2013,crm_import
7981,1,796,M.A. Master of Arts,School of Education,Education,2024,2020,crm_import
7982,1,5295,M.A. Master of Arts,School of Business,,2012,2008,crm_import
7983,1,13465,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,1971,1967,crm_import
7984,1,4717,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Economics,,2004,crm_import
7985,1,16377,Certificate,School of Engineering,Computer Science,2015,2011,online
7986,1,15567,M.A. Master of Arts,College of Arts and Sciences,English,1971,1967,online
7987,1,8193,M.B.A. Master of Business Administration,College of Arts and Sciences,History,1997,1993,crm_import
7988,1,4038,M.S. Master of Science,School of Health Sciences,Public Health,1986,1982,crm_import
7989,1,2932,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2011,2007,crm_import
7990,1,2932,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,2016,2014,crm_import
7991,1,11118,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,1976,1972,crm_import
7992,1,11118,Certificate,School of Education,Education,1983,1981,crm_import
7993,1,15753,Certificate,School of Education,Education,2004,2000,crm_import
7994,1,3431,J.D. Doctor of Jurisprudence,School of Business,,1962,1958,crm_import
7995,1,19726,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2017,2013,online
7996,1,18824,M.B.A. Master of Business Administration,College of Arts and Sciences,English,1978,1974,online
7997,1,18824,M.S. Master of Science,School of Health Sciences,Public Health,1982,1980,online
7998,1,17702,,School of Engineering,Computer Science,2019,2015,advancement_entry
7999,1,541,B.S. Bachelor of Science,School of Engineering,Computer Science,2014,2010,crm_import
8000,1,15542,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,1953,1949,crm_import
8001,1,12591,M.A. Master of Arts,College of Arts and Sciences,Political Science,1999,1995,crm_import
8002,1,4209,B.S. Bachelor of Science,School of Health Sciences,Public Health,2006,2002,crm_import
8003,1,9268,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,1978,1974,crm_import
8004,1,2383,B.A. Bachelor of Arts,School of Engineering,Computer Science,,1981,crm_import
8005,1,12891,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,1975,1971,online
8006,1,12891,Certificate,School of Engineering,Computer Science,1977,1975,online
8007,1,11986,Certificate,College of Arts and Sciences,Economics,,1983,online
8008,1,3691,M.B.A. Master of Business Administration,College of Arts and Sciences,Economics,,1993,advancement_entry
8009,1,16428,M.A. Master of Arts,College of Arts and Sciences,Economics,2001,1997,crm_import
8010,1,1950,M.S. Master of Science,College of Arts and Sciences,English,2000,1996,crm_import
8011,1,229,Certificate,College of Arts and Sciences,Political Science,2022,2018,crm_import
8012,1,229,Ph.D. Doctor of Philosophy,College of Arts and Sciences,History,2024,2022,crm_import
8013,1,2935,M.B.A. Master of Business Administration,College of Arts and Sciences,,1960,1956,crm_import
8014,1,2115,A.B. Bachelor of Arts,School of Engineering,Mechanical Engineering,1971,1967,crm_import
8015,1,2115,M.S. Master of Science,School of Health Sciences,Public Health,1976,1974,crm_import
8016,1,3394,,School of Health Sciences,Public Health,1992,1988,crm_import
8017,1,3394,M.A. Master of Arts,College of Arts and Sciences,Economics,1994,1992,crm_import
8018,1,6414,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,2010,2006,crm_import
8019,1,17328,,College of Arts and Sciences,History,,2004,online
8020,1,17613,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,1989,1985,advancement_entry
8021,1,15499,Certificate,College of Arts and Sciences,History,2011,2007,crm_import
8022,1,468,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2009,2005,crm_import
8023,1,19582,M.S. Master of Science,College of Arts and Sciences,Political Science,1974,1970,crm_import
8024,1,8586,A.B. Bachelor of Arts,School of Business,Business Administration,1974,1970,crm_import
8025,1,10406,Certificate,School of Business,Business Administration,2026,2022,crm_import
8026,1,15006,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,1995,1991,crm_import
8027,1,7325,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,1987,1983,crm_import
8028,1,13888,,School of Education,Education,1972,1968,online
8029,1,13888,Certificate,School of Business,Business Administration,1974,1972,online
8030,1,14429,Ph.D. Doctor of Philosophy,School of Health Sciences,Public Health,1958,1954,online
8031,1,3555,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,1961,1957,advancement_entry
8032,1,3555,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,1966,1964,advancement_entry
8033,1,3798,B.A. Bachelor of Arts,School of Health Sciences,Public Health,1975,1971,crm_import
8034,1,9772,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2015,2011,crm_import
8035,1,9772,M.B.A. Master of Business Administration,School of Education,Education,2021,2019,crm_import
8036,1,6971,B.A. Bachelor of Arts,College of Arts and Sciences,,1996,1992,crm_import
8037,1,11886,Certificate,College of Arts and Sciences,Political Science,1964,1960,crm_import
8038,1,17460,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2005,2001,online
8039,1,11606,M.B.A. Master of Business Administration,College of Arts and Sciences,Economics,1985,1981,online
8040,1,16005,A.B. Bachelor of Arts,School of Engineering,Computer Science,2019,2015,crm_import
8041,1,18789,M.S. Master of Science,College of Arts and Sciences,Biology,1987,1983,crm_import
8042,1,7907,M.B.A. Master of Business Administration,School of Business,Business Administration,1997,1993,crm_import
8043,1,16117,M.A. Master of Arts,School of Health Sciences,Public Health,2009,2005,crm_import
8044,1,16117,Certificate,College of Arts and Sciences,Political Science,2016,2014,crm_import
8045,1,15291,A.B. Bachelor of Arts,School of Engineering,Computer Science,2009,2005,crm_import
8046,1,3402,M.A. Master of Arts,School of Education,Education,2012,2008,crm_import
8047,1,3402,M.S. Master of Science,School of Education,Education,2017,2015,crm_import
8048,1,5400,,School of Business,,1980,1976,online
8049,1,11811,M.S. Master of Science,School of Engineering,Computer Science,2003,1999,online
8050,1,10136,M.A. Master of Arts,College of Arts and Sciences,Economics,,2008,advancement_entry
8051,1,16917,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,2002,1998,crm_import
8052,1,19604,B.A. Bachelor of Arts,School of Business,Business Administration,1998,1994,crm_import
8053,1,4403,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,2008,2004,crm_import
8054,1,7667,A.B. Bachelor of Arts,School of Business,Business Administration,1999,1995,crm_import
8055,1,12732,Ph.D. Doctor of Philosophy,School of Education,,2026,2022,crm_import
8056,1,6040,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,1993,1989,crm_import
8057,1,522,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,1995,1991,crm_import
8058,1,19543,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,1975,1971,online
8059,1,15786,A.B. Bachelor of Arts,School of Education,Education,1973,1969,online
8060,1,3327,,College of Arts and Sciences,History,2015,2011,advancement_entry
8061,1,15926,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2004,2000,crm_import
8062,1,3024,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2026,2022,crm_import
8063,1,5124,A.B. Bachelor of Arts,School of Education,Education,1975,1971,crm_import
8064,1,13678,,College of Arts and Sciences,Biology,1951,1947,crm_import
8065,1,7074,M.B.A. Master of Business Administration,School of Engineering,Computer Science,1994,1990,crm_import
8066,1,6771,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2006,2002,crm_import
8067,1,15251,,School of Education,Education,1954,1950,online
8068,1,18000,B.A. Bachelor of Arts,College of Arts and Sciences,English,1992,1988,online
8069,1,6659,M.S. Master of Science,School of Engineering,Computer Science,1971,1967,advancement_entry
8070,1,13814,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2020,2016,crm_import
8071,1,39,J.D. Doctor of Jurisprudence,School of Engineering,Computer Science,1971,1967,crm_import
8072,1,39,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,1976,1974,crm_import
8073,1,10781,J.D. Doctor of Jurisprudence,School of Engineering,Computer Science,1991,1987,crm_import
8074,1,18270,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,1993,1989,crm_import
8075,1,1,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2016,2012,crm_import
8076,1,5468,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2005,2001,crm_import
8077,1,5468,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,2008,2006,crm_import
8078,1,6713,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,1981,1977,online
8079,1,9097,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,1990,1986,advancement_entry
8080,1,14723,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2002,1998,crm_import
8081,1,12226,B.A. Bachelor of Arts,School of Engineering,,1993,1989,crm_import
8082,1,4981,B.S. Bachelor of Science,College of Arts and Sciences,English,2012,2008,crm_import
8083,1,4981,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,2017,2015,crm_import
8084,1,17999,Certificate,College of Arts and Sciences,Economics,2000,1996,crm_import
8085,1,3852,Certificate,College of Arts and Sciences,,1983,1979,crm_import
8086,1,3688,M.A. Master of Arts,College of Arts and Sciences,Biology,1962,1958,crm_import
8087,1,8536,M.A. Master of Arts,College of Arts and Sciences,Political Science,2017,2013,crm_import
8088,1,9742,Ph.D. Doctor of Philosophy,College of Arts and Sciences,English,1993,1989,online
8089,1,18809,M.S. Master of Science,College of Arts and Sciences,English,1984,1980,advancement_entry
8090,1,9152,B.A. Bachelor of Arts,College of Arts and Sciences,English,2019,2015,crm_import
8091,1,7116,M.B.A. Master of Business Administration,College of Arts and Sciences,English,1996,1992,crm_import
