id,school_id,gift_id,fund_id,amount,raw_fund_name
13240,1,12830,13,50.00,Women's Soccer Fund
13241,1,12831,12,25.00,ATHLETICS EXCELLENCE FD.
13242,1,12832,13,1000.00,Women's Soccer Fund (legacy)
13243,1,12833,12,100.00,Athletics Excellence Fund
13244,1,12834,13,25.00,Women's Soccer Fund
13245,1,12835,5,100.00,STUDENT EMERGENCY FD.
13246,1,12836,12,100.00,Athletics Excellence Fund (legacy)
13247,1,12837,15,15.00,Community Service Fund
13248,1,12838,5,50.00,Student Emergency Fund
13249,1,12839,5,500.00,Student Emergency Fund (legacy)
13250,1,12840,15,250.00,Community Service Fund
13251,1,12841,15,250.00,COMMUNITY SERVICE FD.
13252,1,12842,3,250.00,General Scholarship Fund
13253,1,12843,2,75.00,Annual Fund
13254,1,12844,3,25.00,General Scholarship Fund (legacy)
13255,1,12845,2,2500.00,Annual Fund
13256,1,12846,1,100.00,Wherever Needed Most
13257,1,12847,3,250.00,General Scholarship Fund
13258,1,12848,11,100.00,Arts and Performance Fund
13259,1,12849,1,100.00,Wherever Needed Most
13260,1,12850,1,25.00,WHEREVER NEEDED MOST
13261,1,12851,4,250.00,First-Generation Student Fund (legacy)
13262,1,12853,20,100.00,Business School Fund (legacy)
13263,1,12854,4,15.00,First-Generation Student Fund
13264,1,12855,1,50.00,Wherever Needed Most
13265,1,12856,20,250.00,Business School Fund
13266,1,12857,1,1000.00,Wherever Needed Most
13267,1,12858,2,250.00,Annual Fund
13268,1,12859,1,250.00,Wherever Needed Most
13269,1,12860,4,25.00,First-Generation Student Fund
13270,1,12861,15,100.00,Community Service Fund
13271,1,12862,5,25.00,Student Emergency Fund
13272,1,12863,5,500.00,Student Emergency Fund
13273,1,12864,5,50.00,Student Emergency Fund
13274,1,12865,9,25.00,Humanities Fund
13275,1,12866,11,50.00,Arts and Performance Fund
13276,1,12867,17,100.00,Parent and Family Fund
13277,1,12868,17,25.00,Parent and Family Fund
13278,1,12869,17,50.00,Parent and Family Fund
13279,1,12870,17,25.00,Parent and Family Fund
13280,1,12871,1,100.00,Wherever Needed Most
13281,1,12872,1,50.00,Wherever Needed Most
13282,1,12873,17,100.00,Parent and Family Fund
13283,1,12874,2,100.00,Annual Fund
13284,1,12875,2,100.00,Annual Fund
13285,1,12876,1,50.00,WHEREVER NEEDED MOST
13286,1,12877,9,25.00,Humanities Fund
13287,1,12878,3,1000.00,General Scholarship Fund
13288,1,12879,4,50.00,First-Generation Student Fund
13289,1,12880,4,75.00,First-Generation Student Fund
13290,1,12881,2,50.00,Annual Fund
13291,1,12882,1,25.00,Wherever Needed Most
13292,1,12883,9,1000.00,HUMANITIES FD.
13293,1,12884,1,50.00,Wherever Needed Most (legacy)
13294,1,12885,1,50.00,WHEREVER NEEDED MOST
13295,1,12886,2,250.00,Annual Fund
13296,1,12887,2,50.00,Annual Fund (legacy)
13297,1,12888,2,75.00,Annual Fund
13298,1,12889,3,25.00,General Scholarship Fund
13299,1,12890,9,100.00,Humanities Fund (legacy)
13300,1,12891,17,100.00,PARENT AND FAMILY FD.
13301,1,12892,17,25.00,Parent and Family Fund
13302,1,12893,1,100.00,Wherever Needed Most
13303,1,12894,15,50.00,Community Service Fund
13304,1,12895,15,50.00,COMMUNITY SERVICE FD.
13305,1,12896,2,250.00,ANNUAL FD.
13306,1,12897,1,50.00,Wherever Needed Most
13307,1,12898,1,103.20,Wherever Needed Most
13308,1,12899,9,15.00,Humanities Fund
13309,1,12900,1,100.00,WHEREVER NEEDED MOST
13310,1,12901,4,50.00,First-Generation Student Fund
13311,1,12902,12,15.00,ATHLETICS EXCELLENCE FD.
13312,1,12903,12,100.00,Athletics Excellence Fund
13313,1,12904,12,125.00,Athletics Excellence Fund
13314,1,12904,15,125.00,Community Service Fund
13315,1,12905,13,50.00,Women's Soccer Fund
13316,1,12906,13,1000.00,Women's Soccer Fund
13317,1,12907,12,37.50,Athletics Excellence Fund
13318,1,12907,10,12.50,Faculty Research Fund
13319,1,12908,15,25.00,COMMUNITY SERVICE FD.
13320,1,12909,5,258.00,Student Emergency Fund
13321,1,12910,5,100.00,Student Emergency Fund
13322,1,12911,15,15.00,Community Service Fund
13323,1,12912,5,100.00,Student Emergency Fund
13324,1,12913,15,100.00,Community Service Fund
13325,1,12914,15,103.20,Community Service Fund
13326,1,12915,15,50.00,Community Service Fund
13327,1,12916,5,100.00,Student Emergency Fund
13328,1,12917,15,100.00,Community Service Fund (legacy)
13329,1,12918,5,100.00,Student Emergency Fund
13330,1,12919,15,50.00,Community Service Fund (legacy)
13331,1,12920,5,100.00,Student Emergency Fund
13332,1,12921,15,250.00,Community Service Fund
13333,1,12922,5,250.00,Student Emergency Fund
13334,1,12923,5,5000.00,Student Emergency Fund
13335,1,12924,2,250.00,Annual Fund
13336,1,12925,3,103.20,General Scholarship Fund
13337,1,12926,1,15.00,Wherever Needed Most (legacy)
13338,1,12927,1,25.00,Wherever Needed Most
13339,1,12928,3,50.00,General Scholarship Fund
13340,1,12929,1,500.00,Wherever Needed Most
13341,1,12930,1,50.00,Wherever Needed Most
13342,1,12931,9,25.00,Humanities Fund (legacy)
13343,1,12932,11,50.00,Arts and Performance Fund
13344,1,12933,3,60.00,General Scholarship Fund
13345,1,12933,20,40.00,BUSINESS SCHOOL FD.
13346,1,12934,1,51.60,Wherever Needed Most
13347,1,12935,1,50.00,Wherever Needed Most
13348,1,12936,1,25.00,Wherever Needed Most
13349,1,12937,1,1000.00,Wherever Needed Most (legacy)
13350,1,12938,9,25.00,Humanities Fund
13351,1,12939,1,500.00,Wherever Needed Most
13352,1,12940,9,1000.00,Humanities Fund
13353,1,12941,12,25.00,ATHLETICS EXCELLENCE FD.
13354,1,12942,12,15.00,Athletics Excellence Fund
13355,1,12943,13,50.00,WOMEN'S SOCCER FD.
13356,1,12944,3,103.20,General Scholarship Fund
13357,1,12945,1,50.00,Wherever Needed Most
13358,1,12946,1,1000.00,WHEREVER NEEDED MOST
13359,1,12947,1,250.00,Wherever Needed Most
13360,1,12948,4,500.00,First-Generation Student Fund
13361,1,12949,2,75.00,Annual Fund
13362,1,12950,2,50.00,Annual Fund
13363,1,12951,2,51.60,Annual Fund
13364,1,12952,3,250.00,General Scholarship Fund
13365,1,12953,6,500.00,Library and Learning Commons
13366,1,12954,2,25.00,Annual Fund
13367,1,12955,3,50.00,General Scholarship Fund
13368,1,12956,2,500.00,Annual Fund (legacy)
13369,1,12957,4,37.50,First-Generation Student Fund
13370,1,12957,15,37.50,Community Service Fund
13371,1,12958,2,2500.00,Annual Fund
13372,1,12959,3,50.00,General Scholarship Fund
13373,1,12960,2,100.00,ANNUAL FD.
13374,1,12961,1,250.00,WHEREVER NEEDED MOST
13375,1,12962,18,25.00,Alumni Programs Fund
13376,1,12964,18,38.70,Alumni Programs Fund
13377,1,12964,6,12.90,Library and Learning Commons
13378,1,12965,2,50.00,Annual Fund
13379,1,12966,3,50.00,General Scholarship Fund
13380,1,12967,12,100.00,Athletics Excellence Fund
13381,1,12968,13,100.00,WOMEN'S SOCCER FD.
13382,1,12969,13,25.00,Women's Soccer Fund
13383,1,12970,13,50.00,Women's Soccer Fund
13384,1,12971,13,100.00,Women's Soccer Fund
13385,1,12972,12,25.00,Athletics Excellence Fund
13386,1,12973,12,500.00,Athletics Excellence Fund
13387,1,12974,12,25.00,Athletics Excellence Fund
13388,1,12975,1,250.00,Wherever Needed Most
13389,1,12976,9,1000.00,HUMANITIES FD.
13390,1,12977,2,25.00,ANNUAL FD.
13391,1,12978,3,50.00,General Scholarship Fund
13392,1,12979,9,25.00,Humanities Fund
13393,1,12980,4,250.00,First-Generation Student Fund
13394,1,12981,15,500.00,Community Service Fund
13395,1,12982,12,25.00,ATHLETICS EXCELLENCE FD.
13396,1,12983,13,50.00,Women's Soccer Fund
13397,1,12984,3,100.00,General Scholarship Fund
13398,1,12985,1,100.00,Wherever Needed Most
13399,1,12986,17,100.00,Parent and Family Fund
13400,1,12987,17,75.00,Parent and Family Fund
13401,1,12988,17,250.00,PARENT AND FAMILY FD.
13402,1,12988,7,250.00,Engineering Innovation Fund
13403,1,12989,17,25.00,Parent and Family Fund
13404,1,12990,3,25.00,General Scholarship Fund
13405,1,12991,2,100.00,Annual Fund
13406,1,12992,1,50.00,Wherever Needed Most
13407,1,12993,1,500.00,Wherever Needed Most
13408,1,12994,2,500.00,Annual Fund
13409,1,12995,17,250.00,PARENT AND FAMILY FD.
13410,1,12996,17,500.00,Parent and Family Fund
13411,1,12997,17,25.00,Parent and Family Fund
13412,1,12998,17,15.00,Parent and Family Fund
13413,1,12999,17,100.00,Parent and Family Fund
13414,1,13000,17,250.00,Parent and Family Fund
13415,1,13001,17,100.00,Parent and Family Fund
13416,1,13002,17,50.00,Parent and Family Fund
13417,1,13003,2,250.00,Annual Fund
13418,1,13004,12,100.00,Athletics Excellence Fund
13419,1,13005,13,60.00,Women's Soccer Fund
13420,1,13005,16,40.00,Student Clubs Fund
13421,1,13006,12,25.00,Athletics Excellence Fund
13422,1,13007,13,75.00,Women's Soccer Fund
13423,1,13008,20,5000.00,Business School Fund
13424,1,13009,1,100.00,Wherever Needed Most
13425,1,13010,1,50.00,WHEREVER NEEDED MOST
13426,1,13011,3,100.00,General Scholarship Fund
13427,1,13012,1,25.00,Wherever Needed Most (legacy)
13428,1,13013,1,250.00,WHEREVER NEEDED MOST
13429,1,13014,2,15.00,Annual Fund
13430,1,13015,9,100.00,Humanities Fund
13431,1,13016,3,500.00,General Scholarship Fund
13432,1,13017,3,250.00,General Scholarship Fund (legacy)
13433,1,13018,2,25.00,Annual Fund
13434,1,13019,18,50.00,Alumni Programs Fund
13435,1,13020,4,25.00,First-Generation Student Fund (legacy)
13436,1,13021,2,50.00,Annual Fund
13437,1,13022,1,500.00,Wherever Needed Most
13438,1,13023,2,75.00,ANNUAL FD.
13439,1,13024,2,250.00,Annual Fund
13440,1,13025,2,25.00,Annual Fund
13441,1,13026,20,50.00,Business School Fund
13442,1,13027,18,100.00,Alumni Programs Fund
13443,1,13028,1,100.00,Wherever Needed Most
13444,1,13029,9,50.00,HUMANITIES FD.
13445,1,13030,2,500.00,Annual Fund
13446,1,13031,5,50.00,Student Emergency Fund
13447,1,13032,12,75.00,Athletics Excellence Fund
13448,1,13033,4,100.00,First-Generation Student Fund
13449,1,13034,17,100.00,Parent and Family Fund
13450,1,13035,17,100.00,PARENT AND FAMILY FD.
13451,1,13036,4,100.00,First-Generation Student Fund
13452,1,13037,1,15.00,Wherever Needed Most
13453,1,13038,2,25.00,Annual Fund (legacy)
13454,1,13039,18,50.00,Alumni Programs Fund
13455,1,13040,1,500.00,Wherever Needed Most
13456,1,13041,2,50.00,Annual Fund
13457,1,13042,20,15.00,Business School Fund
13458,1,13043,1,100.00,Wherever Needed Most
13459,1,13044,15,25.00,Community Service Fund
13460,1,13045,2,100.00,Annual Fund
13461,1,13046,1,250.00,Wherever Needed Most
13462,1,13047,2,100.00,ANNUAL FD.
13463,1,13048,20,25.00,Business School Fund
13464,1,13049,2,15.00,Annual Fund
13465,1,13050,17,500.00,Parent and Family Fund
13466,1,13051,17,15.00,Parent and Family Fund
13467,1,13052,17,250.00,Parent and Family Fund
13468,1,13053,17,50.00,Parent and Family Fund (legacy)
13469,1,13054,2,50.00,ANNUAL FD.
13470,1,13055,2,250.00,Annual Fund
13471,1,13056,1,25.00,WHEREVER NEEDED MOST
13472,1,13057,2,50.00,Annual Fund
13473,1,13058,11,50.00,ARTS AND PERFORMANCE FD.
13474,1,13059,1,100.00,Wherever Needed Most
13475,1,13060,4,75.00,First-Generation Student Fund
13476,1,13061,2,50.00,Annual Fund
13477,1,13062,11,1000.00,Arts and Performance Fund
13478,1,13063,9,250.00,Humanities Fund
13479,1,13064,1,25.00,Wherever Needed Most
13480,1,13065,5,5000.00,Student Emergency Fund (legacy)
13481,1,13066,15,15.00,Community Service Fund
13482,1,13067,5,50.00,Student Emergency Fund
13483,1,13068,5,250.00,STUDENT EMERGENCY FD.
13484,1,13069,5,15.00,Student Emergency Fund (legacy)
13485,1,13070,5,25.00,Student Emergency Fund
13486,1,13071,15,50.00,Community Service Fund
13487,1,13072,15,50.00,Community Service Fund (legacy)
13488,1,13073,15,75.00,Community Service Fund
13489,1,13074,15,50.00,Community Service Fund (legacy)
13490,1,13075,15,100.00,COMMUNITY SERVICE FD.
13491,1,13076,15,1000.00,Community Service Fund
13492,1,13077,1,100.00,Wherever Needed Most (legacy)
13493,1,13078,15,50.00,Community Service Fund
13494,1,13079,17,25.00,Parent and Family Fund
13495,1,13080,11,5000.00,Arts and Performance Fund
13496,1,13081,2,50.00,Annual Fund
13497,1,13082,3,250.00,General Scholarship Fund
13498,1,13083,15,2500.00,Community Service Fund
13499,1,13084,5,75.00,Student Emergency Fund
13500,1,13085,15,50.00,Community Service Fund
13501,1,13086,15,25.00,Community Service Fund
13502,1,13087,1,250.00,Wherever Needed Most
13503,1,13088,3,50.00,General Scholarship Fund
13504,1,13089,17,500.00,Parent and Family Fund
13505,1,13090,17,300.00,Parent and Family Fund
13506,1,13090,1,200.00,Wherever Needed Most
13507,1,13091,17,50.00,Parent and Family Fund
13508,1,13093,1,103.20,Wherever Needed Most
13509,1,13094,2,50.00,Annual Fund
13510,1,13095,2,250.00,ANNUAL FD.
13511,1,13096,3,25.00,GENERAL SCHOLARSHIP FD.
13512,1,13097,1,15.00,Wherever Needed Most
13513,1,13098,2,50.00,Annual Fund
13514,1,13099,4,258.00,First-Generation Student Fund
13515,1,13100,2,50.00,Annual Fund
13516,1,13101,20,25.00,Business School Fund
13517,1,13102,20,100.00,Business School Fund
13518,1,13103,3,50.00,GENERAL SCHOLARSHIP FD.
13519,1,13104,18,25.00,Alumni Programs Fund
13520,1,13105,1,25.00,Wherever Needed Most
13521,1,13107,1,500.00,Wherever Needed Most (legacy)
13522,1,13108,5,100.00,Student Emergency Fund
13523,1,13109,5,15.00,Student Emergency Fund
13524,1,13110,5,75.00,Student Emergency Fund
13525,1,13111,5,15.00,Student Emergency Fund
13526,1,13112,17,50.00,Parent and Family Fund
13527,1,13113,17,1000.00,Parent and Family Fund
13528,1,13114,17,500.00,Parent and Family Fund
13529,1,13115,17,15.00,Parent and Family Fund
13530,1,13116,17,5000.00,Parent and Family Fund
13531,1,13117,17,50.00,Parent and Family Fund
13532,1,13118,17,2580.00,Parent and Family Fund
13533,1,13119,17,250.00,Parent and Family Fund
13534,1,13120,1,250.00,Wherever Needed Most
13535,1,13121,2,50.00,Annual Fund
13536,1,13122,20,25.00,Business School Fund
13537,1,13123,1,51.60,Wherever Needed Most
13538,1,13124,13,15.00,Women's Soccer Fund
13539,1,13125,13,75.00,Women's Soccer Fund
13540,1,13126,2,250.00,Annual Fund
13541,1,13127,1,15.00,Wherever Needed Most
13542,1,13128,1,100.00,Wherever Needed Most (legacy)
13543,1,13129,1,100.00,Wherever Needed Most (legacy)
13544,1,13130,18,50.00,Alumni Programs Fund
13545,1,13131,4,25.00,First-Generation Student Fund
13546,1,13132,7,75.00,Engineering Innovation Fund
13547,1,13133,20,50.00,BUSINESS SCHOOL FD.
13548,1,13134,2,50.00,ANNUAL FD.
13549,1,13135,1,250.00,Wherever Needed Most
13550,1,13136,1,25.00,Wherever Needed Most
13551,1,13137,1,75.00,Wherever Needed Most
13552,1,13138,13,250.00,Women's Soccer Fund
13553,1,13139,12,250.00,Athletics Excellence Fund (legacy)
13554,1,13140,13,75.00,Women's Soccer Fund
13555,1,13141,12,75.00,Athletics Excellence Fund
13556,1,13142,13,2500.00,Women's Soccer Fund
13557,1,13143,12,100.00,Athletics Excellence Fund
13558,1,13144,13,250.00,Women's Soccer Fund
13559,1,13145,13,15.00,Women's Soccer Fund
13560,1,13146,1,500.00,Wherever Needed Most
13561,1,13147,20,50.00,Business School Fund
13562,1,13148,12,25.00,Athletics Excellence Fund
13563,1,13149,17,100.00,Parent and Family Fund
13564,1,13150,2,250.00,Annual Fund
13565,1,13151,17,50.00,Parent and Family Fund
13566,1,13152,17,50.00,PARENT AND FAMILY FD.
13567,1,13153,17,50.00,Parent and Family Fund
13568,1,13154,17,250.00,Parent and Family Fund
13569,1,13155,17,75.00,Parent and Family Fund
13570,1,13156,2,100.00,Annual Fund
13571,1,13157,3,1000.00,GENERAL SCHOLARSHIP FD.
13572,1,13158,11,250.00,ARTS AND PERFORMANCE FD.
13573,1,13159,3,25.00,General Scholarship Fund
13574,1,13160,3,75.00,General Scholarship Fund
13575,1,13161,1,258.00,Wherever Needed Most
13576,1,13162,1,50.00,WHEREVER NEEDED MOST
13577,1,13163,1,100.00,WHEREVER NEEDED MOST
13578,1,13164,1,250.00,WHEREVER NEEDED MOST
13579,1,13165,4,15.00,First-Generation Student Fund
13580,1,13166,9,375.00,Humanities Fund
13581,1,13166,14,125.00,Men's Basketball Fund
13582,1,13167,3,25.00,General Scholarship Fund
13583,1,13168,17,75.00,Parent and Family Fund
13584,1,13169,17,5000.00,Parent and Family Fund
13585,1,13170,17,2500.00,Parent and Family Fund
13586,1,13171,17,1000.00,Parent and Family Fund
13587,1,13172,9,1000.00,HUMANITIES FD.
13588,1,13173,15,100.00,COMMUNITY SERVICE FD.
13589,1,13174,17,100.00,PARENT AND FAMILY FD.
13590,1,13175,2,100.00,ANNUAL FD.
13591,1,13176,4,50.00,First-Generation Student Fund (legacy)
13592,1,13177,2,100.00,Annual Fund
13593,1,13178,1,75.00,Wherever Needed Most
13594,1,13179,20,50.00,Business School Fund
13595,1,13180,12,5000.00,Athletics Excellence Fund
13596,1,13181,12,15.00,Athletics Excellence Fund
13597,1,13182,13,50.00,Women's Soccer Fund
13598,1,13183,12,2500.00,Athletics Excellence Fund
13599,1,13184,1,100.00,Wherever Needed Most
13600,1,13185,4,50.00,First-Generation Student Fund
13601,1,13186,11,2500.00,Arts and Performance Fund
13602,1,13187,3,25.00,General Scholarship Fund
13603,1,13188,17,25.00,PARENT AND FAMILY FD.
13604,1,13189,13,100.00,Women's Soccer Fund
13605,1,13190,13,100.00,Women's Soccer Fund (legacy)
13606,1,13191,20,103.20,Business School Fund
13607,1,13193,2,75.00,Annual Fund
13608,1,13194,13,50.00,Women's Soccer Fund (legacy)
13609,1,13195,13,100.00,Women's Soccer Fund
13610,1,13196,6,100.00,Library and Learning Commons
13611,1,13197,17,100.00,Parent and Family Fund (legacy)
13612,1,13198,17,250.00,Parent and Family Fund
13613,1,13199,3,500.00,General Scholarship Fund
13614,1,13200,9,250.00,HUMANITIES FD.
13615,1,13201,9,75.00,Humanities Fund
13616,1,13202,1,50.00,Wherever Needed Most
13617,1,13203,17,250.00,Parent and Family Fund
13618,1,13204,13,2500.00,Women's Soccer Fund (legacy)
13619,1,13205,13,100.00,Women's Soccer Fund
13620,1,13206,13,2500.00,Women's Soccer Fund
13621,1,13207,13,100.00,WOMEN'S SOCCER FD.
13622,1,13208,13,100.00,WOMEN'S SOCCER FD.
13623,1,13209,13,50.00,Women's Soccer Fund (legacy)
13624,1,13210,13,75.00,WOMEN'S SOCCER FD.
13625,1,13211,12,50.00,Athletics Excellence Fund
13626,1,13212,13,500.00,Women's Soccer Fund
13627,1,13213,13,250.00,Women's Soccer Fund
13628,1,13214,13,100.00,Women's Soccer Fund (legacy)
13629,1,13215,13,250.00,Women's Soccer Fund
13630,1,13216,12,100.00,Athletics Excellence Fund (legacy)
13631,1,13217,13,75.00,Women's Soccer Fund
13632,1,13218,13,75.00,Women's Soccer Fund
13633,1,13219,5,250.00,Student Emergency Fund
13634,1,13220,5,75.00,Student Emergency Fund
13635,1,13221,15,100.00,Community Service Fund
13636,1,13222,5,100.00,Student Emergency Fund
13637,1,13223,5,50.00,Student Emergency Fund
13638,1,13224,5,25.00,Student Emergency Fund
13639,1,13225,5,300.00,Student Emergency Fund
13640,1,13225,7,200.00,Engineering Innovation Fund
13641,1,13226,5,50.00,Student Emergency Fund
13642,1,13227,15,250.00,Community Service Fund
13643,1,13228,5,2500.00,Student Emergency Fund
13644,1,13229,15,50.00,Community Service Fund
13645,1,13230,5,50.00,STUDENT EMERGENCY FD.
13646,1,13231,15,25.00,Community Service Fund
13647,1,13232,15,100.00,Community Service Fund (legacy)
13648,1,13233,12,50.00,Athletics Excellence Fund
13649,1,13234,12,250.00,Athletics Excellence Fund
13650,1,13235,2,75.00,Annual Fund
13651,1,13236,1,15.00,WHEREVER NEEDED MOST
13652,1,13237,1,25.00,Wherever Needed Most
13653,1,13238,2,50.00,Annual Fund
13654,1,13239,15,37.50,Community Service Fund
13655,1,13239,3,37.50,General Scholarship Fund
13656,1,13240,5,50.00,STUDENT EMERGENCY FD.
13657,1,13241,17,100.00,Parent and Family Fund
13658,1,13242,17,50.00,Parent and Family Fund
13659,1,13243,17,25.00,PARENT AND FAMILY FD.
13660,1,13244,17,50.00,Parent and Family Fund (legacy)
13661,1,13245,17,1000.00,Parent and Family Fund
13662,1,13246,17,15.00,Parent and Family Fund
13663,1,13247,1,75.00,Wherever Needed Most
13664,1,13248,2,45.00,Annual Fund
13665,1,13248,15,30.00,Community Service Fund
13666,1,13249,1,100.00,Wherever Needed Most
13667,1,13250,2,50.00,ANNUAL FD.
13668,1,13251,3,50.00,General Scholarship Fund
13669,1,13252,12,500.00,Athletics Excellence Fund
13670,1,13254,13,51.60,Women's Soccer Fund
13671,1,13255,1,50.00,Wherever Needed Most
13672,1,13256,2,45.00,Annual Fund (legacy)
13673,1,13256,11,30.00,Arts and Performance Fund
13674,1,13257,13,100.00,Women's Soccer Fund
13675,1,13258,5,50.00,Student Emergency Fund
13676,1,13259,11,50.00,Arts and Performance Fund
13677,1,13260,9,500.00,Humanities Fund (legacy)
13678,1,13261,1,75.00,Wherever Needed Most
13679,1,13261,8,25.00,COMPUTER SCIENCE FD.
13680,1,13262,6,250.00,Library and Learning Commons
13681,1,13263,1,100.00,Wherever Needed Most
13682,1,13264,2,25.00,Annual Fund (legacy)
13683,1,13265,2,50.00,Annual Fund
13684,1,13266,18,75.00,Alumni Programs Fund
13685,1,13267,1,25.00,Wherever Needed Most (legacy)
13686,1,13268,2,50.00,Annual Fund
13687,1,13269,1,25.00,Wherever Needed Most
13688,1,13270,1,75.00,WHEREVER NEEDED MOST
13689,1,13271,1,50.00,Wherever Needed Most
13690,1,13272,2,25.00,Annual Fund
13691,1,13273,3,50.00,General Scholarship Fund
13692,1,13274,2,100.00,Annual Fund
13693,1,13275,1,2500.00,Wherever Needed Most
13694,1,13276,1,50.00,Wherever Needed Most
13695,1,13277,4,100.00,First-Generation Student Fund (legacy)
13696,1,13278,1,50.00,Wherever Needed Most
13697,1,13279,1,50.00,Wherever Needed Most
13698,1,13280,15,500.00,COMMUNITY SERVICE FD.
13699,1,13281,5,500.00,Student Emergency Fund
13700,1,13282,13,500.00,Women's Soccer Fund
13701,1,13283,13,25.00,WOMEN'S SOCCER FD.
13702,1,13284,12,75.00,Athletics Excellence Fund
13703,1,13285,13,51.60,Women's Soccer Fund
13704,1,13286,1,25.00,Wherever Needed Most
13705,1,13287,9,100.00,Humanities Fund (legacy)
13706,1,13288,1,2500.00,Wherever Needed Most
13707,1,13289,11,1000.00,Arts and Performance Fund
13708,1,13290,1,75.00,Wherever Needed Most
13709,1,13291,1,30.00,Wherever Needed Most
13710,1,13291,12,20.00,ATHLETICS EXCELLENCE FD.
13711,1,13292,2,25.00,Annual Fund
13712,1,13293,1,250.00,Wherever Needed Most
13713,1,13294,2,5000.00,Annual Fund (legacy)
13714,1,13295,2,250.00,Annual Fund
13715,1,13296,1,100.00,Wherever Needed Most
13716,1,13297,2,100.00,Annual Fund
13717,1,13298,2,25.00,Annual Fund
13718,1,13299,4,25.00,FIRST-GENERATION STUDENT FD.
13719,1,13300,1,75.00,WHEREVER NEEDED MOST
13720,1,13301,1,1000.00,WHEREVER NEEDED MOST
13721,1,13302,2,100.00,Annual Fund
13722,1,13303,2,100.00,Annual Fund
13723,1,13304,20,15.00,Business School Fund
13724,1,13305,6,15.00,LIBRARY AND LEARNING COMMONS
13725,1,13306,17,50.00,Parent and Family Fund
13726,1,13307,12,25.00,Athletics Excellence Fund
13727,1,13308,12,1000.00,Athletics Excellence Fund
13728,1,13309,13,51.60,Women's Soccer Fund
13729,1,13310,12,15.00,Athletics Excellence Fund
13730,1,13311,7,100.00,Engineering Innovation Fund
13731,1,13312,7,51.60,Engineering Innovation Fund
13732,1,13313,1,2500.00,Wherever Needed Most
13733,1,13314,3,25.00,General Scholarship Fund
13734,1,13315,6,50.00,Library and Learning Commons
13735,1,13316,1,50.00,Wherever Needed Most
13736,1,13317,13,187.50,Women's Soccer Fund
13737,1,13317,8,62.50,Computer Science Fund
13738,1,13318,1,50.00,Wherever Needed Most
13739,1,13319,4,50.00,First-Generation Student Fund
13740,1,13320,20,100.00,Business School Fund
13741,1,13321,1,15.00,Wherever Needed Most
13742,1,13322,17,250.00,PARENT AND FAMILY FD.
13743,1,13323,1,15.00,WHEREVER NEEDED MOST
13744,1,13324,2,250.00,Annual Fund
13745,1,13325,1,30.00,Wherever Needed Most
13746,1,13325,14,20.00,Men's Basketball Fund
13747,1,13326,1,100.00,Wherever Needed Most
13748,1,13327,9,50.00,Humanities Fund
13749,1,13328,1,250.00,Wherever Needed Most
13750,1,13329,3,2500.00,General Scholarship Fund
13751,1,13330,1,100.00,Wherever Needed Most
13752,1,13331,17,25.00,Parent and Family Fund
13753,1,13332,17,50.00,Parent and Family Fund
13754,1,13333,2,100.00,Annual Fund
13755,1,13334,3,50.00,General Scholarship Fund
13756,1,13335,2,15.00,Annual Fund
13757,1,13336,1,50.00,Wherever Needed Most
13758,1,13337,1,250.00,Wherever Needed Most
13759,1,13338,1,100.00,Wherever Needed Most
13760,1,13339,2,50.00,Annual Fund
13761,1,13340,1,100.00,Wherever Needed Most
13762,1,13341,17,50.00,Parent and Family Fund
13763,1,13342,9,15.00,Humanities Fund
13764,1,13343,13,50.00,Women's Soccer Fund
13765,1,13344,12,100.00,Athletics Excellence Fund
13766,1,13345,2,1000.00,Annual Fund
13767,1,13346,4,15.00,First-Generation Student Fund
13768,1,13347,12,250.00,ATHLETICS EXCELLENCE FD.
13769,1,13348,7,25.00,Engineering Innovation Fund
13770,1,13349,8,5000.00,Computer Science Fund
13771,1,13350,7,500.00,ENGINEERING INNOVATION FD.
13772,1,13351,7,25.00,Engineering Innovation Fund
13773,1,13352,8,25.00,Computer Science Fund
13774,1,13353,8,25.00,Computer Science Fund
13775,1,13354,8,15.00,Computer Science Fund
13776,1,13355,8,1000.00,Computer Science Fund
13777,1,13356,18,1032.00,Alumni Programs Fund
13778,1,13357,1,50.00,WHEREVER NEEDED MOST
13779,1,13358,3,2500.00,General Scholarship Fund
13780,1,13359,6,100.00,Library and Learning Commons
13781,1,13360,11,250.00,Arts and Performance Fund
13782,1,13361,1,25.00,Wherever Needed Most (legacy)
13783,1,13362,1,500.00,Wherever Needed Most
13784,1,13363,3,375.00,General Scholarship Fund
13785,1,13363,12,125.00,Athletics Excellence Fund
13786,1,13364,9,100.00,Humanities Fund
13787,1,13365,1,100.00,Wherever Needed Most
13788,1,13366,3,250.00,General Scholarship Fund
13789,1,13367,6,25.00,Library and Learning Commons
13790,1,13368,1,50.00,Wherever Needed Most
13791,1,13369,18,60.00,Alumni Programs Fund
13792,1,13369,2,40.00,Annual Fund
13793,1,13370,1,100.00,Wherever Needed Most
13794,1,13371,2,25.00,Annual Fund
13795,1,13372,2,50.00,ANNUAL FD.
13796,1,13373,9,50.00,HUMANITIES FD.
13797,1,13374,15,50.00,Community Service Fund (legacy)
13798,1,13375,9,50.00,Humanities Fund (legacy)
13799,1,13376,12,50.00,Athletics Excellence Fund
13800,1,13377,12,75.00,Athletics Excellence Fund
13801,1,13378,13,500.00,Women's Soccer Fund
